 6.526e-08	     0.514	     0.163
 6.702e-08	     0.485	     0.189
 6.888e-08	     0.455	     0.219
 6.985e-08	      0.44	     0.231
 7.085e-08	     0.426	     0.255
 7.187e-08	     0.411	     0.275
 7.293e-08	     0.397	     0.296
  7.38e-08	     0.386	     0.314
 7.424e-08	     0.379	     0.323
 7.469e-08	     0.374	     0.333
 7.514e-08	     0.369	     0.342
  7.63e-08	     0.357	     0.367
 7.749e-08	     0.345	     0.394
 7.872e-08	     0.333	     0.421
 7.999e-08	     0.323	      0.45
  8.13e-08	     0.313	     0.479
 8.266e-08	     0.304	      0.51
 8.406e-08	     0.296	     0.541
 8.551e-08	     0.288	     0.573
   8.7e-08	     0.281	     0.607
 8.856e-08	     0.275	     0.641
 9.017e-08	     0.269	     0.677
 9.184e-08	     0.265	     0.714
 9.357e-08	     0.261	     0.752
 9.537e-08	     0.258	     0.792
 9.724e-08	     0.256	     0.833
 9.919e-08	     0.255	     0.875
 1.012e-07	     0.256	     0.918
 1.033e-07	     0.257	     0.963
 1.055e-07	     0.259	      1.01
 1.078e-07	     0.263	      1.06
 1.102e-07	     0.267	      1.11
 1.127e-07	     0.272	      1.16
 1.153e-07	     0.278	      1.21
 1.181e-07	     0.286	      1.26
  1.21e-07	     0.295	      1.32
  1.24e-07	     0.306	      1.38
 1.272e-07	     0.318	      1.45
 1.305e-07	     0.332	      1.51
  1.34e-07	     0.348	      1.58
 1.378e-07	     0.367	      1.66
 1.417e-07	     0.389	      1.73
 1.459e-07	     0.414	      1.82
 1.503e-07	     0.444	       1.9
  1.55e-07	     0.478	         2
   1.6e-07	     0.517	       2.1
 1.653e-07	     0.563	      2.21
  1.71e-07	     0.618	      2.32
 1.771e-07	     0.682	      2.45
 1.837e-07	     0.756	      2.58
 1.907e-07	     0.847	      2.73
 1.984e-07	     0.968	      2.89
 2.066e-07	      1.01	     2.909
 2.073e-07	     1.036	     2.928
  2.08e-07	     1.046	     2.944
 2.087e-07	     1.066	     2.937
 2.094e-07	      1.07	     2.963
 2.101e-07	     1.083	     2.982
 2.109e-07	     1.088	     2.987
 2.116e-07	     1.102	     3.005
 2.123e-07	     1.109	     3.015
  2.13e-07	     1.119	     3.025
 2.138e-07	     1.133	     3.045
 2.145e-07	     1.139	     3.061
 2.153e-07	     1.155	     3.073
  2.16e-07	     1.164	     3.086
 2.168e-07	     1.175	     3.102
 2.175e-07	      1.18	     3.112
 2.183e-07	     1.195	     3.135
 2.191e-07	     1.211	      3.15
 2.198e-07	     1.222	     3.169
 2.206e-07	     1.235	      3.19
 2.214e-07	     1.247	     3.206
 2.222e-07	     1.265	     3.228
  2.23e-07	      1.28	     3.245
 2.238e-07	     1.299	     3.267
 2.246e-07	     1.319	     3.285
 2.254e-07	      1.34	     3.302
 2.263e-07	     1.362	     3.319
 2.271e-07	     1.389	     3.334
 2.279e-07	     1.416	      3.35
 2.288e-07	     1.445	     3.359
 2.296e-07	     1.471	     3.366
 2.305e-07	     1.502	     3.368
 2.313e-07	     1.526	     3.368
 2.322e-07	     1.548	     3.364
 2.331e-07	     1.566	     3.358
 2.339e-07	     1.579	     3.353
 2.348e-07	     1.585	     3.346
 2.357e-07	      1.59	     3.344
 2.366e-07	     1.591	     3.344
 2.375e-07	     1.592	     3.347
 2.384e-07	     1.589	     3.354
 2.394e-07	     1.586	     3.363
 2.403e-07	     1.582	     3.376
 2.412e-07	     1.579	     3.389
 2.422e-07	     1.573	     3.408
 2.431e-07	     1.571	     3.429
 2.441e-07	      1.57	     3.451
  2.45e-07	     1.569	     3.477
  2.46e-07	     1.568	     3.504
  2.47e-07	     1.569	     3.533
  2.48e-07	      1.57	     3.565
  2.49e-07	     1.575	     3.598
   2.5e-07	      1.58	     3.632
  2.51e-07	     1.584	      3.67
  2.52e-07	     1.591	     3.709
  2.53e-07	     1.597	     3.749
 2.541e-07	     1.608	     3.789
 2.551e-07	     1.618	     3.835
 2.562e-07	     1.629	      3.88
 2.572e-07	     1.643	     3.928
 2.583e-07	     1.658	     3.979
 2.594e-07	     1.673	     4.031
 2.605e-07	     1.692	     4.088
 2.616e-07	     1.713	     4.149
 2.627e-07	     1.737	     4.211
 2.638e-07	     1.764	     4.278
 2.649e-07	     1.794	      4.35
 2.661e-07	     1.831	     4.426
 2.672e-07	     1.874	     4.506
 2.684e-07	     1.927	      4.59
 2.695e-07	     1.988	     4.678
 2.707e-07	     2.059	     4.764
 2.719e-07	      2.14	     4.849
 2.731e-07	     2.234	     4.933
 2.743e-07	     2.339	     5.011
 2.755e-07	     2.451	     5.082
 2.768e-07	     2.572	     5.148
  2.78e-07	       2.7	     5.206
 2.792e-07	     2.833	     5.257
 2.805e-07	     2.974	     5.304
 2.818e-07	      3.12	     5.344
 2.831e-07	     3.277	     5.381
 2.844e-07	     3.444	     5.414
 2.857e-07	     3.634	     5.435
  2.87e-07	     3.849	     5.439
 2.883e-07	     4.086	     5.395
 2.897e-07	     4.318	     5.301
  2.91e-07	     4.525	     5.158
 2.924e-07	     4.686	     4.989
 2.938e-07	     4.805	     4.812
 2.952e-07	     4.888	     4.639
 2.966e-07	     4.941	      4.48
  2.98e-07	     4.977	     4.335
 2.995e-07	     4.999	     4.204
 3.009e-07	     5.012	     4.086
 3.024e-07	      5.02	     3.979
 3.039e-07	     5.021	     3.885
 3.054e-07	      5.02	     3.798
 3.069e-07	     5.018	      3.72
 3.084e-07	     5.015	      3.65
   3.1e-07	      5.01	     3.587
 3.115e-07	     5.009	     3.529
 3.131e-07	      5.01	     3.477
 3.147e-07	     5.009	     3.429
 3.163e-07	     5.012	     3.386
 3.179e-07	     5.016	     3.346
 3.195e-07	     5.021	      3.31
 3.212e-07	     5.029	     3.275
 3.229e-07	      5.04	     3.242
 3.246e-07	     5.052	     3.211
